Property~Id~Id;Property~Имя~DisplayName;Property~Полное имя~FullName;Property~Классификация~ItemTypeDisplayName;Link~Прием значения из~MasterSCADA.ReadValue|False;Link~Передача значения в~MasterSCADA.ReadValue|True
2297896;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_1.ResetEngineFailure
2297897;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_1.SetAuto
2297898;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_1.SetManual
2297899;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Местный режим;MasterSCADA.Attribute;;
2297900;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Дистанционный режим;MasterSCADA.Attribute;;
2297901;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_1.Background;
2297902;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_1.Center;
2297903;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_1.OriginalState.InProcessStart;
2297904;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_1.OriginalState.InProcessStop;
2297905;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_1.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.sump_2_4_1.Текстовый статус
2297906;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_1.key;
2297907;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_1.OriginalState.Auto;
2324736;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Порядковый номер;MasterSCADA.Attribute;;
2297908;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Время мониторинга;MasterSCADA.Attribute;;
2297912;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Блокировка.Вход;MasterSCADA.Attribute;;
2297916;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Блокировка.Выход;MasterSCADA.Attribute;;
2297923;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Включить защиту.Вход;MasterSCADA.Attribute;;
2297927;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Включить защиту.Выход;MasterSCADA.Attribute;;
2297934;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2297938;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_1.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2298190;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Наименование;MasterSCADA.Attribute;;
2298191;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_2.StartManual
2298192;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_2.StopManual
2298193;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_2.ResetEngineFailure
2298194;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_2.SetAuto
2298195;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_2.SetManual
2298196;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Местный режим;MasterSCADA.Attribute;;
2298197;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Дистанционный режим;MasterSCADA.Attribute;;
2298198;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_2.Background;
2298199;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_2.Center;
2298200;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_2.OriginalState.InProcessStart;
2298201;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_2.OriginalState.InProcessStop;
2298202;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_2.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.sump_2_4_2.Текстовый статус
2298203;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_2.key;
2298204;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_2.OriginalState.Auto;
2325050;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Порядковый номер;MasterSCADA.Attribute;;
2298205;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Время мониторинга;MasterSCADA.Attribute;;
2298209;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Блокировка.Вход;MasterSCADA.Attribute;;
2298213;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Блокировка.Выход;MasterSCADA.Attribute;;
2298220;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Включить защиту.Вход;MasterSCADA.Attribute;;
2298224;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Включить защиту.Выход;MasterSCADA.Attribute;;
2298231;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2298235;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_2.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2298487;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Наименование;MasterSCADA.Attribute;;
2298488;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_3.StartManual
2298489;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_3.StopManual
2298490;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_3.ResetEngineFailure
2298491;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_3.SetAuto
2298492;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_3.SetManual
2298493;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Местный режим;MasterSCADA.Attribute;;
2298494;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Дистанционный режим;MasterSCADA.Attribute;;
2298495;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_3.Background;
2298496;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_3.Center;
2298497;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_3.OriginalState.InProcessStart;
2298498;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_3.OriginalState.InProcessStop;
2298499;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_3.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.sump_2_4_3.Текстовый статус
2298500;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_3.key;
2298501;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_3.OriginalState.Auto;
2325364;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Порядковый номер;MasterSCADA.Attribute;;
2298502;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Время мониторинга;MasterSCADA.Attribute;;
2298506;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Блокировка.Вход;MasterSCADA.Attribute;;
2298510;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Блокировка.Выход;MasterSCADA.Attribute;;
2298517;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Включить защиту.Вход;MasterSCADA.Attribute;;
2298521;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Включить защиту.Выход;MasterSCADA.Attribute;;
2298528;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2298532;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_3.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2298784;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Наименование;MasterSCADA.Attribute;;
2298785;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_4.StartManual
2298786;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_4.StopManual
2298787;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_4.ResetEngineFailure
2298788;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_4.SetAuto
2298789;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_4.SetManual
2298790;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Местный режим;MasterSCADA.Attribute;;
2298791;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Дистанционный режим;MasterSCADA.Attribute;;
2298792;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_4.Background;
2298793;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_4.Center;
2298794;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_4.OriginalState.InProcessStart;
2298795;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_4.OriginalState.InProcessStop;
2298796;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_4.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.sump_2_4_4.Текстовый статус
2298797;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_4.key;
2298798;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_4.OriginalState.Auto;
2325678;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Порядковый номер;MasterSCADA.Attribute;;
2298799;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Время мониторинга;MasterSCADA.Attribute;;
2298803;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Блокировка.Вход;MasterSCADA.Attribute;;
2298807;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Блокировка.Выход;MasterSCADA.Attribute;;
2298814;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Включить защиту.Вход;MasterSCADA.Attribute;;
2298818;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Включить защиту.Выход;MasterSCADA.Attribute;;
2298825;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2298829;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_4.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2299081;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Наименование;MasterSCADA.Attribute;;
2299082;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_5.StartManual
2299083;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_5.StopManual
2299084;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_5.ResetEngineFailure
2299085;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_5.SetAuto
2299086;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_5.SetManual
2299087;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Местный режим;MasterSCADA.Attribute;;
2299088;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Дистанционный режим;MasterSCADA.Attribute;;
2299089;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_5.Background;
2299090;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_5.Center;
2299091;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_5.OriginalState.InProcessStart;
2299092;Останавливается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Останавливается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_5.OriginalState.InProcessStop;
2299093;Текстовый статус;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Текстовый статус;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_5.AlarmCode;Объекты.Узел 2 зал отстойников.Окна механизмов.sump_2_4_5.Текстовый статус
2299094;Ключ управления;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Ключ управления;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_5.key;
2299095;Режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Режим;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_5.OriginalState.Auto;
2325992;Порядковый номер;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Порядковый номер;MasterSCADA.Attribute;;
2299096;Время мониторинга;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Время мониторинга;MasterSCADA.Attribute;;
2299100;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Блокировка.Вход;MasterSCADA.Attribute;;
2299104;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Блокировка.Выход;MasterSCADA.Attribute;;
2299111;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Включить защиту.Вход;MasterSCADA.Attribute;;
2299115;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Включить защиту.Выход;MasterSCADA.Attribute;;
2299122;Вход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Игнорирование аварии.Вход;MasterSCADA.Attribute;;
2299126;Выход;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_5.Игнорирование аварии.Выход;MasterSCADA.Attribute;;
2299378;Наименование;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Наименование;MasterSCADA.Attribute;;
2299379;ПУСК;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.ПУСК;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_6.StartManual
2299380;СТОП;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.СТОП;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_6.StopManual
2299381;СБРОС;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.СБРОС;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_6.ResetEngineFailure
2299382;Автоматический режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Автоматический режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_6.SetAuto
2299383;Ручной режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Ручной режим;MasterSCADA.Attribute;;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.CTRL.scadaControl.Node2.Scraper_Pos_2_4_6.SetManual
2299384;Местный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Местный режим;MasterSCADA.Attribute;;
2299385;Дистанционный режим;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Дистанционный режим;MasterSCADA.Attribute;;
2299386;Слово состояния;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Слово состояния;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_6.Background;
2299387;Слово положения;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Слово положения;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_6.Center;
2299388;Запускается;Объекты.Сигналы и экземпляры.Узел 2.Механизмы.Scraper_Pos_2_4_6.Запускается;MasterSCADA.Attribute;Система.АРМ 1.Протоколы.OPC UA.IEC_DATA.Application.STATES.node2.Scraper_Pos_2_4_6.OriginalState.InProcessStart;
